OBJECTID,Request_ID,Create_Date,Department,Request_Type,Address,District,Status,Close_Date,Origin,Latitude,Longitude,Year,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y
1026,318671,1610727720000,Sanitation Department,Missed Pick Up,3216 RAINTREE DR,6.0,Closed,1611074400000.0,Call Center,32.321672,-86.242425,2021,{919C7D05-77B1-4163-9409-9CC913B4415D},,,,,529790.9693494961,662880.0279829875
1027,318672,1610727780000,Sanitation Department,Inquiries,,,Closed,1610727780000.0,Call Center,0.0,0.0,2021,{CF50E010-40DD-44FE-AA1F-1FC458629C28},,,,,NaN,NaN
1028,318673,1610727840000,FAQ,Ask 3-1-1,,,Closed,1610727840000.0,Call Center,0.0,0.0,2021,{AA230617-6620-4834-88C7-1A5ADB5DF435},,,,,NaN,NaN
1029,318674,1610728140000,Sanitation Department,Inquiries,,,Closed,1610728140000.0,Call Center,0.0,0.0,2021,{006ACEF2-969A-47C3-81EC-E28EF3A56C5F},,,,,NaN,NaN
1030,318675,1610729460000,FAQ,Ask 3-1-1,,,Closed,1610729460000.0,Call Center,0.0,0.0,2021,{3453B52F-D4B6-436D-8020-38D3E8B6A363},,,,,NaN,NaN
1031,318676,1610730000000,Sanitation Department,Inquiries,,,Closed,1610730000000.0,Call Center,0.0,0.0,2021,{85FC821B-8C70-47F6-B12B-51FC1C088B5B},,,,,NaN,NaN
1032,318677,1610730120000,Sanitation Department,Missing Trash Container,1265 FEDERAL DR,2.0,Closed,1611157020000.0,Call Center,32.3949705,-86.2731906,2021,{85FEA4B1-561A-4B06-A399-8D1767A15842},,,,,520396.4212094955,689584.5375659913
1033,318678,1610730360000,Street Maintenance,Request Cleaning,4505 ATLANTA HWY,1.0,Closed,1611584580000.0,Call Center,32.3828096,-86.2278163,2021,{4B19A947-6CC4-4196-8B24-E6D3FDD0AC32},,,,,534385.8381124958,685105.613124907
1034,318679,1610730480000,Sanitation Department,Leaves and Debris Pick up,603 FEDERAL DR,3.0,Closed,1617630480000.0,Call Center,32.3871616,-86.2728931,2021,{C1864362-FF18-4584-945A-D9353137522E},,,,,520476.5749205798,686743.1751384884
1035,318680,1610730540000,Sanitation Department,Street Sweepers,BOWLING GREEN DR,1.0,Closed,1611072720000.0,Call Center,32.385211,-86.2265653,2021,{73741E66-2B5F-4B87-A0C7-4FE1C796C73E},,,,,534775.2484229133,685977.8502255753
1036,318681,1610731140000,Street Maintenance,Sidewalk,WOODMERE BLVD,9.0,Closed,1686151200000.0,Call Center,32.3567123,-86.2152958,2021,{184814FB-CFC6-4F7D-B988-C80F8446FC40},,,,,538217.1788749956,675597.0921157375
1037,318682,1610731140000,FAQ,Ask 3-1-1,,,Closed,1610731140000.0,Call Center,0.0,0.0,2021,{9A006DCD-B366-400D-96EF-50211CB68AE4},,,,,NaN,NaN
1038,318683,1610731200000,FAQ,Ask 3-1-1,,,Closed,1610731200000.0,Call Center,0.0,0.0,2021,{A530DA60-9957-4E15-9D03-AF727DCAF071},,,,,NaN,NaN
1039,318684,1610731320000,Street Maintenance,Gravel/Fuel or Concrete Spills ,CHENOWETH LN,5.0,Closed,1611238440000.0,Call Center,32.3495367,-86.228581,2021,{6BB82B68-3C0D-4EF4-9FE6-80FC8C93CDEC},,,,,534105.0627554134,673001.4240787402
1040,318685,1610731380000,Code Enforcement,Nuisance,2311 CHESTNUT ST,3.0,Closed,1611857820000.0,Call Center,32.3673573,-86.2788021,2021,{EFABC701-783B-43A5-981E-77B724C3B3A5},,,,,518622.4798754938,679545.6586936563
1041,318686,1610731380000,Traffic Engineering,Parking Meter Malfunction,455 DEXTER AVE,3.0,Closed,1611067140000.0,Website,32.3781904,-86.3027745,2021,{A0C0F826-9CEB-4B00-979D-98FE3E7B9E88},,,,,511237.91492024437,683518.5227951556
1042,318687,1610731380000,Building Maintenance,Fire Plumbing,3003 EAST SOUTH BLVD,6.0,Closed,1610737860000.0,Call Center,32.3298487,-86.2460163,2021,{3DEC143A-5600-4F5E-AA28-939C4E99813E},,,,,528693.0020572469,665859.0423661545
1043,318688,1610731440000,Sanitation Department,Inquiries,,,Closed,1610731440000.0,Call Center,0.0,0.0,2021,{D49FAE62-37AA-4F57-A676-C001AB268643},,,,,NaN,NaN
1044,318689,1610731440000,Building Maintenance,Fire Plumbing,441 TAYLOR RD,9.0,Closed,1610737920000.0,Call Center,32.3753157,-86.1707451,2021,{5A528E35-CFA2-48FB-8305-978C05ABEEC4},,,,,551995.7838636637,682318.9802467376
1045,318690,1610731740000,Sanitation Department,Inquiries,,,Closed,1610731740000.0,Call Center,0.0,0.0,2021,{E8CB24AB-0CCE-457C-8E49-9C265AD2866F},,,,,NaN,NaN
1046,318691,1610731980000,Code Enforcement,General Repairs,635 GRACE ST,3.0,Closed,1611860040000.0,Call Center,32.3730228,-86.2730518,2021,{6DFEA267-5ACA-4EBB-83AE-F22734D61860},,,,,520406.4428429939,681599.4961214066
1047,318692,1610732100000,FAQ,Ask 3-1-1,,,Closed,1610732100000.0,Call Center,0.0,0.0,2021,{CF29068C-A3DC-43E8-A171-66EFAE8F36BB},,,,,NaN,NaN
1048,318693,1610732340000,FAQ,Ask 3-1-1,,,Closed,1610732340000.0,Call Center,0.0,0.0,2021,{33666D5F-A02E-4D8E-8470-D18E896317A4},,,,,NaN,NaN
1049,318694,1610732400000,Sanitation Department,Leaves and Debris Pick up,546 STONE ST,7.0,Closed,1611243060000.0,Call Center,32.368468,-86.3182836,2021,{1D36483D-A25D-41D9-AAE3-AF782F87ADD1},,,,,506433.7719694972,680002.7361915708
1050,318695,1610732820000,FAQ,FAQ-Municipal Court,,,Closed,1610732820000.0,Call Center,0.0,0.0,2021,{1788713A-6EEE-42E3-91DC-79EB065A4835},,,,,NaN,NaN
1051,318696,1610733180000,FAQ,FAQ-City Hall ,,,Closed,1610733180000.0,Call Center,0.0,0.0,2021,{3E530CDE-31C1-4552-BDF3-BC636FE37574},,,,,NaN,NaN
1052,318697,1610733360000,Code Enforcement,General Repairs,3230 FIELDCREST DR,5.0,Closed,1611077880000.0,Call Center,32.3432505,-86.249151,2021,{164E81A7-85BE-4EF8-BB5E-618361B63FF6},,,,,527743.6443759128,670738.4965179861
1053,318698,1610733480000,Street Maintenance,Street Maintenance Please Call Citizen Back,849 SEIBLES RD,5.0,Closed,1611587160000.0,Call Center,32.3104388,-86.2874066,2021,{8FE79C7D-6048-4FFC-84A7-E79A61506FF2},,,,,515877.91843549535,658849.2460183203
1054,318699,1610733660000,Sanitation Department,Dead Animal pickup,TAYLOR ST,3.0,Closed,1611068400000.0,Call Center,32.3909714,-86.2805775,2021,{CBD06F6F-8AAA-4C11-BB86-182AAA5BBE15},,,,,518110.21088691056,688139.0660474896
1055,318700,1610733660000,Sanitation Department,Exchange Damage Container,3237 HAMMOND DR,8.0,Closed,1611343020000.0,Call Center,32.3339081,-86.1770236,2021,{C6AEFA40-4AE3-4C9E-8611-06FB65755162},,,,,550009.0204487443,667260.6576731578
1056,318701,1610733780000,Sanitation Department,Inquiries,,,Closed,1610733780000.0,Call Center,0.0,0.0,2021,{6681342A-9C50-4BE4-BAA5-5C286392D611},,,,,NaN,NaN
1057,318702,1610734620000,Building Maintenance,COM Electrical,103 N Perry St,3.0,Closed,1610734800000.0,Call Center,32.3791945,-86.3079207,2021,{7A888EA5-BFCA-48FF-BDBD-4595EF48A57D},,,,,509650.7533964105,683890.8373392373
1058,318703,1610735040000,FAQ,Ask 3-1-1,,,Closed,1610735040000.0,Call Center,0.0,0.0,2021,{3A60516F-A3D2-4D55-9759-A16C138AA136},,,,,NaN,NaN
1059,318704,1610735520000,Traffic Engineering,Traffic Signal Needing Physical Repair,HIGH ST,3.0,Closed,1611078780000.0,Call Center,32.3722198,-86.2989084,2021,{671B564A-AB20-4F79-944A-D4F42747E38C},,,,,512422.04083282873,681341.1232785732
1060,318705,1610736240000,Street Maintenance,Utility Street cuts,CARRIAGE BARN LN,8.0,Closed,1634934420000.0,Call Center,32.3347722,-86.2218925,2021,{293692DA-ECB4-48E4-AC32-F3270BF297DA},,,,,536151.1515109949,667622.3928420693
1061,318706,1610736240000,Code Enforcement,Parking On Front Lawn,6330 WARES FERRY RD,1.0,Closed,1611326580000.0,Call Center,32.3982375,-86.19077,2021,{EC767D0F-32A9-4E87-B106-0AE25AB0E033},,,,,545841.2253066637,690678.2778325751
1062,318707,1610736300000,Code Enforcement,Parking On Front Lawn,5607 CARRIAGE OAKS DR,8.0,Closed,1611236700000.0,Call Center,32.3228403,-86.2279392,2021,{F3DB668B-613B-4450-A6D7-AB9A6D4BB3A0},,,,,534267.4869712442,663288.284712404
1063,318708,1610736360000,Code Enforcement,Nuisance,3303 OLD DOBBIN RD,8.0,Closed,1611077940000.0,Call Center,32.3338121,-86.2253978,2021,{C7B6071D-C669-46A4-A261-4E4F6176F559},,,,,535067.1727078296,667277.0444514081
1064,318709,1610736420000,Code Enforcement,Nuisance,2040 REXFORD RD,8.0,Closed,1611077880000.0,Call Center,32.3406961,-86.2175371,2021,{027E79E4-51EB-4045-B69E-684E4290B0BC},,,,,537504.1573351622,669772.7117041573
1065,318710,1610737680000,Sanitation Department,Inquiries,,,Closed,1610737680000.0,Call Center,0.0,0.0,2021,{6CF9CE94-9500-4FE6-80F2-0C2E20E6BF63},,,,,NaN,NaN
1066,318711,1610738100000,FAQ,Ask 3-1-1,,,Closed,1610738100000.0,Call Center,0.0,0.0,2021,{3B3C1AD0-EFD8-46A7-AE4E-11430D58BB41},,,,,NaN,NaN
1067,318712,1610738280000,FAQ,Ask 3-1-1,,,Closed,1610738280000.0,Call Center,0.0,0.0,2021,{85AF5D48-7C78-4C3F-BAA6-5AA07207D175},,,,,NaN,NaN
1068,318713,1610738400000,Sanitation Department,Exchange Damage Container,229 NEWCASTLE LN,1.0,Closed,1611342540000.0,Call Center,32.3879543,-86.191207,2021,{AC7B620F-741E-492F-8465-00965EA9F8D1},,,,,545693.8227143288,686937.574684076
1069,318714,1610738700000,FAQ,FAQ-Municipal Court,,,Closed,1610738700000.0,Call Center,0.0,0.0,2021,{77CFA425-EE72-4071-8A9A-0959ECB2AC7F},,,,,NaN,NaN
1070,318715,1610739000000,FAQ,Ask 3-1-1,,,Closed,1610739000000.0,Call Center,0.0,0.0,2021,{2F066E87-E5E6-4BC6-8855-0E8DAE68508D},,,,,NaN,NaN
1071,318716,1610739180000,FAQ,FAQ-City Hall ,,,Closed,1610739180000.0,Call Center,0.0,0.0,2021,{F784F77C-EF47-49E2-A08D-41A10F106A83},,,,,NaN,NaN
1072,318717,1610739660000,Code Enforcement,Parking On Front Lawn,3040 DOBBS DR,6.0,Closed,1611246840000.0,Call Center,32.3116513,-86.2445282,2021,{BED7D8DD-CB99-43D0-A7AA-28A7DA670A33},,,,,529127.2613593303,659236.895177409
1073,318718,1610739720000,Code Enforcement,Parking On Front Lawn,3045 DOBBS DR,6.0,Closed,1611246840000.0,Call Center,32.31204,-86.2442108,2021,{CFC17C63-9576-4948-BE87-6EE8CA923DC4},,,,,529225.8654928282,659377.9316407368
1074,318719,1610739720000,Code Enforcement,Parking On Front Lawn,3025 DOBBS DR,6.0,Closed,1611246840000.0,Call Center,32.3120753,-86.2454012,2021,{47B2C99C-600F-43C6-B084-197392D17416},,,,,528858.1372256614,659392.1858773232
1075,318720,1610739840000,Planning Department,Business in Residential District,3040 DOBBS DR,6.0,Closed,1611068700000.0,Call Center,32.3116513,-86.2445282,2021,{BD0652F1-35A2-4BC1-A3E6-713397EA7D6D},,,,,529127.2613593303,659236.895177409
1076,318721,1610739900000,FAQ,Inquiries,,,Closed,1610739900000.0,Call Center,0.0,0.0,2021,{D86462D5-FF6F-4CB4-B863-E1E9E84859DC},,,,,NaN,NaN
1077,318722,1610740140000,Code Enforcement,Open & Vacant(Abandon House),2305 ST CHARLES AVE,3.0,Closed,1611238500000.0,Call Center,32.382288,-86.274169,2021,{532534DC-07C9-4734-A263-3901EAA5EB4C},,,,,520075.40019799396,684971.7150987387
1078,318723,1610740260000,Code Enforcement,Nuisance,1527 WINONA AVE,3.0,Closed,1611238740000.0,Call Center,32.3829642,-86.2876845,2021,{559E1071-7B8C-4CF6-AED7-D80272EEC6E2},,,,,515904.0109029971,685235.1830757409
1079,318724,1610740380000,FAQ,Ask 3-1-1,,,Closed,1610740380000.0,Call Center,0.0,0.0,2021,{0349AAC8-065B-4070-A5A8-40B5DB2F8EC5},,,,,NaN,NaN
1080,318725,1610741100000,Sanitation Department,Exchange Damage Container,1625 MORNINGVIEW DR,2.0,Closed,1611342780000.0,Call Center,32.3867195,-86.2711651,2021,{4C55FB1C-29BB-41C8-803F-10BE990BD666},,,,,521009.34682091326,686580.1452808231
1081,318726,1610741280000,FAQ,FAQ-City Hall ,,,Closed,1610741280000.0,Call Center,0.0,0.0,2021,{D31F9969-A7E2-46C6-82D5-073BBC072324},,,,,NaN,NaN
1082,318727,1610741520000,Sanitation Department,Inquiries,,,Closed,1610741520000.0,Call Center,0.0,0.0,2021,{1326B5FD-BFD8-4B22-8F36-6AE10B25E811},,,,,NaN,NaN
1083,318728,1610741820000,FAQ,FAQ- Montgomery Police Department,,,Closed,1610741820000.0,Call Center,0.0,0.0,2021,{4EDA5E87-B58B-40C6-A42D-E124EBBBB91A},,,,,NaN,NaN
1084,318729,1610742420000,FAQ,FAQ-Municipal Court,,,Closed,1610742420000.0,Call Center,0.0,0.0,2021,{985D9BF8-AB58-4674-A314-63C3EAF8E0D0},,,,,NaN,NaN
1085,318730,1610743500000,Street Maintenance,Clean Inlets,PEPPER AVE,2.0,Closed,1611238800000.0,Call Center,32.391617,-86.225313,2021,{1E32F4F2-0A1F-4336-A3E3-314255906A3A},,,,,535170.3791943304,688307.0151866525
1086,318731,1610743680000,Street Maintenance,Pothole Repairing,DRAKE ST,4.0,Closed,1613161620000.0,Call Center,32.341912,-86.3365429,2021,{BCCE8BA3-5059-47ED-BE92-32AF619678CA},,,,,500750.570737496,670367.3437169865
1087,318732,1610745180000,Code Enforcement,Inquiries,,,Closed,1610745180000.0,Call Center,0.0,0.0,2021,{C921F059-CE01-4642-BBBB-7A3C9561087E},,,,,NaN,NaN
1088,318733,1610745780000,Sanitation Department,Inquiries,,,Closed,1610745780000.0,Call Center,0.0,0.0,2021,{14A2ED2D-0F23-471B-9B13-8968490A6D30},,,,,NaN,NaN
1089,318734,1610745840000,Traffic Engineering,Install New Signs,WINTHROP CT,7.0,Closed,1610748600000.0,Call Center,32.3543801,-86.3006882,2021,{7F091D16-FBAE-4CA1-A142-262FDB7A8BA6},,,,,511844.18962632865,674853.2087609917
1090,318735,1610746080000,FAQ,Ask 3-1-1,,,Closed,1610746080000.0,Call Center,0.0,0.0,2021,{27F312F4-5856-4DF8-AD58-87007E6D354A},,,,,NaN,NaN
1091,318736,1610746260000,Sanitation Department,Inquiries,,,Closed,1610746260000.0,Call Center,0.0,0.0,2021,{3587D98E-CBCB-4FE9-B19E-23B46F8A0986},,,,,NaN,NaN
1092,318737,1610746320000,Sanitation Department,Inquiries,,,Closed,1610746320000.0,Call Center,0.0,0.0,2021,{62FF2F29-BA65-42D5-903E-D60712149476},,,,,NaN,NaN
1093,318738,1610746680000,Code Enforcement,Open & Vacant(Abandon House),3312 VAUGHN RD,5.0,Closed,1611078000000.0,Call Center,32.3520624,-86.2570861,2021,{3525BABC-0D81-4AEE-A754-DF28E2939314},,,,,525305.5993832462,673953.9681054056
1094,318739,1610746800000,Sanitation Department,Inquiries,,,Closed,1610746800000.0,Call Center,0.0,0.0,2021,{BC037EC0-2D95-430B-AE34-C39166F31E67},,,,,NaN,NaN
1095,318740,1610746860000,Urban Forestry,Tree Maintenance,11 S Union St,3.0,Closed,1610746920000.0,Control Panel,32.3769287,-86.2984476,2021,{0DA583B0-BD8B-4167-964D-B1E52618208B},,,,,512571.75936541334,683053.665129073
1096,318741,1610747160000,Urban Forestry,Landscape Inspection Requests,2296 E South Blvd,6.0,Closed,1610747160000.0,Control Panel,32.326478,-86.26499,2021,{9C263FF9-7647-4BE5-AE6F-9438C688E75D},,,,,522827.2273714952,664655.84332899
1097,318742,1610747700000,Street Maintenance,Clean Inlets,WINCHESTER RD,5.0,Closed,1611235800000.0,Call Center,32.3445341,-86.252716,2021,{C94EA4CB-53EE-479E-8681-848DA17017D8},,,,,526644.4339759126,671209.7770714909
1098,318743,1610748060000,Sanitation Department,Backyard Trash Pickup (Disability Service),2545 AIRWOOD DR,4.0,Closed,1611072900000.0,Call Center,32.3425649,-86.3306053,2021,{3FFE0B2D-2A60-4E5C-8422-E5975D1E730E},,,,,502585.5191673301,670596.3111068234
1099,318744,1610748180000,Sanitation Department,Exchange Damage Container,2545 AIRWOOD DR,4.0,Closed,1611342480000.0,Call Center,32.3425649,-86.3306053,2021,{5E14CDF6-09D1-4615-96AC-2691AB0FDA58},,,,,502585.5191673301,670596.3111068234
1100,318745,1610748780000,Street Maintenance,Street Paving Request,351 WEST RUTGERS LOOP,1.0,Closed,1611671340000.0,Call Center,32.3878206,-86.2258146,2021,{D38E1E00-6B88-4D29-8264-8A88FBE51145},,,,,535010.4759708308,686926.4044308215
1101,318746,1610749320000,Traffic Engineering,Repair Existing Signs,WEST JEFF DAVIS AVE,7.0,Closed,1648480740000.0,Call Center,32.3662211,-86.3102514,2021,{A934E715-9D56-48CC-97CB-C2588E8B3949},,,,,508910.1702319123,679174.1394235715
1102,318747,1610750700000,FAQ,FAQ-Municipal Court,,,Closed,1610750700000.0,Call Center,0.0,0.0,2021,{1FC85723-1926-4FFD-B9ED-A6D454810C61},,,,,NaN,NaN
1103,318748,1610775840000,Code Enforcement,Nuisance,3598 N Wareingwood Dr,2.0,Closed,1611327420000.0,Website,32.3880006,-86.2504405,2021,{C519B31F-20CD-4771-8DC5-01C7E30CFF3C},,,,,527408.8343499973,687020.6594916582
1104,318749,1610775900000,Code Enforcement,Nuisance,3754 WARES FERRY RD,1.0,Closed,1611327060000.0,Website,32.3859458,-86.2511944,2021,{0056FC56-AC3D-4B18-A5A9-51A37EA61839},,,,,527173.1888239123,686274.0048169866
1105,318750,1610986020000,Code Enforcement,Nuisance,4429 S Gaskell Cir,5.0,Closed,1611061380000.0,Website,32.342714,-86.2348051,2021,{BE2D6E47-2FF3-4FA3-9404-53FE4550DDAB},,,,,532173.5977863297,670526.4060629085
1106,318751,1610992380000,Sanitation Department,General Sanitation Inquiry,WELL RD,4.0,Closed,1611073620000.0,Website,32.34381,-86.403022,2021,{1AAB71F6-43E0-43E3-A80A-BE88C8A2504C},,,,,480221.9228184968,671160.7089281529
1107,318752,1611025620000,Traffic Engineering,Street Light Out,8409 CHADBURN CROSSING,8.0,Closed,1611066240000.0,Website,32.3314177,-86.169235,2021,{64DC81A2-1E1B-442F-9903-39AFA339F87F},,,,,552411.9024539962,666346.9980831593
1108,318753,1611060480000,City Jail Internal Building Maintenance,City Jail Plumbing,320 N Ripley St,3.0,Closed,1611072420000.0,Call Center,32.3818605,-86.2978134,2021,{A57B52AD-E4E5-42E1-8362-06F7E94F2408},,,,,512775.3475409113,684847.0703349039
1109,318754,1611060540000,City Jail Internal Building Maintenance,City Jail Plumbing,320 N Ripley St,3.0,Closed,1611072480000.0,Call Center,32.3818605,-86.2978134,2021,{8B510113-AA32-4852-804E-9F2FCEFAFA91},,,,,512775.3475409113,684847.0703349039
1110,318755,1611060600000,Street Maintenance,Request Cleaning,200 SHELLY LN,3.0,Closed,1612188720000.0,Call Center,32.4164264,-86.2822917,2021,{E7F7D04B-79E5-4740-9DAA-44E4DF8CB4DB},,,,,517619.95071258023,697402.184660323
1111,318756,1611060780000,Code Enforcement,General Repairs,2717 PELZER AVE,2.0,Closed,1611327660000.0,Call Center,32.3889803,-86.271624,2021,{3ADB16C8-6E5F-4C83-8922-A8F57199709C},,,,,520871.0547746606,687403.2351700738
1112,318757,1611060840000,Inspections Department,Utility Issues,3020 ASHLEY AVE,2.0,Closed,1611265920000.0,Call Center,32.3909638,-86.2624614,2021,{9EAE312A-B13E-429F-8B68-875C40C4007E},,,,,523702.3689939119,688113.390245825
1113,318758,1611060900000,Code Enforcement,Nuisance,3055 ASHLEY AVE,2.0,Closed,1611325800000.0,Call Center,32.3915094,-86.2607358,2021,{EC789E04-87ED-45EA-833D-B26E31348C16},,,,,524235.8288849965,688309.7540263236
1114,318759,1611061020000,Street Maintenance,Clean Inlets,MORNINGVIEW DR,2.0,Closed,1611238620000.0,Call Center,32.3886976,-86.2712137,2021,{0508A492-D86E-4E2A-936D-D0026F955C6B},,,,,520997.2900864966,687299.8662823215
1115,318760,1611061320000,Code Enforcement,Parking On Front Lawn,644 FEDERAL DR,2.0,Closed,1611238920000.0,Call Center,32.3884664,-86.2721792,2021,{96946763-8A20-48BC-9C71-164787BC7AD7},,,,,520698.9019037448,687216.9740596563
1116,318761,1611061500000,Street Maintenance,Clean Inlets,WINDSOR AVE,2.0,Closed,1611238440000.0,Call Center,32.3885295,-86.2684923,2021,{ED9BFE8C-D5E5-4BAD-89F4-08E5A849E1F7},,,,,521837.1178031638,687235.2807815745
1117,318762,1611061560000,Inspections Department,Utility Issues,BRANTWOOD DR,2.0,Closed,1611265800000.0,Call Center,32.382679,-86.2683589,2021,{C27781EA-91C4-41E5-A897-EAFAEBEF4350},,,,,521869.6413601637,685106.6236215755
1118,318763,1611061680000,Street Maintenance,Clean Inlets,ARDEN RD,2.0,Closed,1611238620000.0,Call Center,32.3856399,-86.2699368,2021,{4B3CCE9A-FB44-4F09-ABAA-E34E12B05E4C},,,,,521386.91922849417,686185.8225786537
1119,318764,1611063000000,Street Maintenance,Repair Inlets,1814 SPEIGLE ST,3.0,Closed,1625064420000.0,Call Center,32.3988121,-86.2828468,2021,{EA61ECFE-2B67-43B0-99B1-1A5D3AC2A96F},,,,,517421.7017652467,690994.560336493
1120,318765,1611064620000,Building Maintenance,COM Carpentry,1022 MADISON AVE,3.0,Closed,1611334800000.0,Call Center,32.3794436,-86.293899,2021,{422CD75E-3C8D-4E42-A37F-3AF49C3C90D8},,,,,513980.0019557439,683962.5445449054
1121,318766,1611064680000,Building Maintenance,COM HVAC/Refrigeration,1022 MADISON AVE,3.0,Closed,1611074160000.0,Call Center,32.3794436,-86.293899,2021,{1C09E146-46D5-4EF4-A852-3EC84723FC30},,,,,513980.0019557439,683962.5445449054
1122,318767,1611065460000,FAQ,Ask 3-1-1,,,Closed,1611065460000.0,Call Center,0.0,0.0,2021,{33421966-5C78-4733-8332-AA3957CEF85C},,,,,NaN,NaN
1123,318768,1611065940000,Street Maintenance,Clean Inlets,7200 COPPERFIELD DR,9.0,Closed,1611238500000.0,Call Center,32.3756502,-86.1708445,2021,{0FE67573-87C4-4B6C-A1BC-2F720CC1A59D},,,,,551965.4794623293,682440.77166982
1124,318769,1611066000000,Street Maintenance,Curb/Gutter Clean up (dirt/debris),7200 COPPERFIELD DR,9.0,Closed,1611238440000.0,Call Center,32.3756502,-86.1708445,2021,{1647B133-B1BF-494F-9128-5D833ADF0D6F},,,,,551965.4794623293,682440.77166982
1125,318770,1611066120000,Sanitation Department,Street Sweepers,7200 COPPERFIELD DR,9.0,Closed,1611933900000.0,Call Center,32.3756502,-86.1708445,2021,{0FEA3752-F91E-45BD-BE9F-C17AB7D39066},,,,,551965.4794623293,682440.77166982
1126,318771,1611066660000,FAQ,Ask 3-1-1,,,Closed,1611066660000.0,Call Center,0.0,0.0,2021,{199083C9-C77F-49C3-AD91-52DBD6C97141},,,,,NaN,NaN
1127,318772,1611068220000,Code Enforcement,Nuisance,1054 S Holt St,7.0,Closed,1611248400000.0,Report2Gov Android,32.3626193,-86.3208591,2021,{BAA55299-B93E-4C90-8676-293F81FA96BA},,,,,505628.8618339114,677878.5140620694
1128,318773,1611068340000,Code Enforcement,Nuisance,1054 S Holt St,7.0,Closed,1611590220000.0,Report2Gov Android,32.3626193,-86.3208591,2021,{F48F8430-A2F6-4AD2-8304-C727BD07C8F8},,,,,505628.8618339114,677878.5140620694
1129,318774,1611069840000,Street Maintenance,Replace Inlet(Storm Drain) Tops,9787 IVY GREEN DR,9.0,Closed,1611233220000.0,Call Center,32.3529335,-86.1426152,2021,{42964773-9271-4C63-9D8A-C50659731DA7},,,,,560656.9824204966,674149.8712569028
1130,318775,1611069840000,Street Maintenance,Replace Inlet(Storm Drain) Tops,9787 IVY GREEN DR,9.0,Closed,1611070140000.0,Call Center,32.3529335,-86.1426152,2021,{22FF6B89-DF28-45E7-96F5-1A330ED2E9FB},,,,,560656.9824204966,674149.8712569028
1131,318776,1611070020000,Code Enforcement,No Utilities(House),2212 LOCUST ST,3.0,Closed,1611242040000.0,Call Center,32.3687695,-86.2787228,2021,{81DB6CEF-AF22-4D1F-AA11-0A4AA195D57F},,,,,518649.1031818278,680059.3328631595
1132,318777,1611070200000,Street Maintenance,Fallen Trees and Limbs,2330 WALBASH DR,8.0,Closed,1611850800000.0,Call Center,32.3322921,-86.1930938,2021,{D24646DE-C30C-455F-BA72-6377889A1959},,,,,545043.3207344972,666689.0403780714
1133,318778,1611070440000,Sanitation Department,Street Sweepers,205 PERRY HILL RD,1.0,Closed,1611934020000.0,Call Center,32.3802185,-86.243555,2021,{CB525B3B-5905-4F34-8485-DA9B6072CF39},,,,,529523.494818829,684181.2124146596
1134,318779,1611070620000,Traffic Engineering,Check the timing for an approach of an existing signalized intersection,EASTERN BLVD,8.0,Closed,1611082020000.0,Call Center,32.330167,-86.2321275,2021,{F8B663FE-8F6F-49BA-9554-329AD89BDD78},,,,,532983.5754970796,665958.5953166559
1135,318780,1611071040000,Street Maintenance,Curb/Gutter Clean up (dirt/debris),1500 ANN ST,7.0,Closed,1611583920000.0,Call Center,32.363386,-86.271311,2021,{D2A949E8-655E-413C-8710-8412DBE6BE1D},,,,,520929.5602350794,678091.3046469912
1136,318781,1611071100000,Street Maintenance,Curb/Gutter Clean up (dirt/debris),1700 Robison Hill Rd,7.0,Closed,1611583920000.0,Call Center,32.3588325,-86.2705003,2021,{630581A6-681C-4DE4-BE79-0646D7036D4C},,,,,521173.1214277446,676433.6636053249
1137,318782,1611071280000,FAQ,Ask 3-1-1,,,Closed,1611071280000.0,Call Center,0.0,0.0,2021,{D83EF819-DB00-4E78-952B-246EDEDC18B7},,,,,NaN,NaN
1138,318783,1611071400000,Sanitation Department,Inquiries,,,Closed,1611071400000.0,Call Center,0.0,0.0,2021,{8E566988-6B95-4AC4-80D8-D01DF08658E9},,,,,NaN,NaN
1139,318784,1611071940000,FAQ,Ask 3-1-1,,,Closed,1611071940000.0,Call Center,0.0,0.0,2021,{20791928-BC06-451D-BF3D-4A69C4B8031F},,,,,NaN,NaN
1140,318785,1611073380000,Sanitation Department,Inquiries,,,Closed,1611073380000.0,Call Center,0.0,0.0,2021,{6B447906-6749-43EB-9650-2CDE0C13142F},,,,,NaN,NaN
1141,318786,1611073800000,FAQ,Ask 3-1-1,,,Closed,1611073800000.0,Call Center,0.0,0.0,2021,{05B5EC4C-8265-4FA2-A880-E605EB5DA87A},,,,,NaN,NaN
1142,318787,1611074580000,Sanitation Department,Inquiries,,,Closed,1611074580000.0,Call Center,0.0,0.0,2021,{8AB06575-FBEF-4C99-96E9-52562E5B6AA5},,,,,NaN,NaN
1143,318788,1611076740000,Street Maintenance,Request Cleaning,2725 NEWPORT RD,5.0,Closed,1721395560000.0,Call Center,32.3306319,-86.2567886,2021,{523F9A85-329E-4A1A-8690-5C3A3D885C67},,,,,525366.6461771615,666156.9630301595
1144,318789,1611076860000,FAQ,Ask 3-1-1,,,Closed,1611076860000.0,Call Center,0.0,0.0,2021,{8F779F2E-49EC-48C7-86D2-820C08EC547F},,,,,NaN,NaN
